GT	ChatGPT-3.5	ChatGPT-4	Gemini-1.5	LLAMA3-70B	LLAMA3-8B
CWE-787	CWE-787	CWE-787	CWE-120	CWE-787	CWE-787
CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-94
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-787	CWE-119	CWE-787	CWE-120	CWE-122	CWE-120
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-122
CWE-287	CWE-287	CWE-287	CWE-287	CWE-287	CWE-306
CWE-434	CWE-434	CWE-434	CWE-434	CWE-641	CWE-434
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-79	CWE-285	CWE-287	CWE-284	CWE-287	CWE-269
CWE-345	CWE-345	CWE-345	CWE-345	CWE-345	CWE-325
CWE-835	CWE-399	CWE-835	CWE-400	CWE-835	CWE-835
CWE-89	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-20	CWE-601	CWE-20	CWE-441	CWE-20	CWE-20
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-639	CWE-287	CWE-284	CWE-287	CWE-287	CWE-306
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-119	CWE-119	CWE-119	CWE-125	CWE-787	CWE-20
CWE-787	CWE-119	CWE-787	CWE-787	CWE-787	CWE-787
CWE-120	CWE-119	CWE-120	CWE-121	CWE-120	CWE-120
CWE-552	CWE-22	CWE-73	CWE-73	CWE-73	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-787	CWE-122	CWE-122	CWE-125	CWE-122	CWE-119
CWE-78	CWE-78	CWE-77	CWE-77	CWE-78	CWE-78
CWE-125	CWE-126	CWE-126	CWE-161	CWE-126	CWE-125
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-732	CWE-732	CWE-281	CWE-276	CWE-275	CWE-269
CWE-120	CWE-119	CWE-119	CWE-120	CWE-120	CWE-119
CWE-20	CWE-416	CWE-94	CWE-122	CWE-416	CWE-20
CWE-1021	CWE-829	CWE-1021	CWE-451	CWE-358	CWE-248
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-532	CWE-532	CWE-532	CWE-532	CWE-532	CWE-532
CWE-444	CWE-113	CWE-113	CWE-113	CWE-113	CWE-20
CWE-532	CWE-200	CWE-200	CWE-200	CWE-538	CWE-200
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-369	CWE-369	CWE-369	CWE-369	CWE-369	CWE-369
CWE-346	CWE-345	CWE-451	CWE-79	CWE-451	CWE-601
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-287	CWE-287	CWE-287	CWE-287	CWE-287	CWE-306
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-427	CWE-426	CWE-426	CWE-426	CWE-427	CWE-426
CWE-1236	CWE-94	CWE-74	CWE-78	CWE-97	CWE-94
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-209	CWE-200	CWE-209	CWE-209	CWE-209	CWE-200
CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-80
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-287	CWE-287	CWE-290	CWE-425	CWE-287	CWE-287
CWE-918	CWE-918	CWE-918	CWE-918	CWE-918	CWE-918
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-295	CWE-295	CWE-295	CWE-295	CWE-295	CWE-295
CWE-617	CWE-400	CWE-20	CWE-400	CWE-20	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-611	CWE-611	CWE-611	CWE-611	CWE-611	CWE-611
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-787	CWE-119	CWE-119	CWE-787	CWE-416	CWE-119
CWE-74	CWE-78	CWE-77	CWE-78	CWE-78	CWE-78
CWE-787	CWE-119	CWE-119	CWE-120	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-312	CWE-312	CWE-922	CWE-256	CWE-922	CWE-319
CWE-787	CWE-119	CWE-119	CWE-787	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-770	CWE-400	CWE-400	CWE-401	CWE-401	CWE-401
CWE-400	CWE-400	CWE-400	CWE-400	CWE-400	CWE-400
CWE-94	CWE-94	CWE-94	CWE-77	CWE-94	CWE-94
CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-74	CWE-119	CWE-20	CWE-20	CWE-400	CWE-399
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-20	CWE-78	CWE-78	CWE-77	CWE-78	CWE-20
CWE-295	CWE-295	CWE-295	CWE-295	CWE-295	CWE-295
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-74	CWE-78	CWE-94	CWE-78	CWE-79	CWE-89
CWE-59	CWE-59	CWE-59	CWE-664	CWE-362	CWE-73
CWE-763	CWE-119	CWE-822	CWE-466	CWE-824	CWE-126
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-787	CWE-787	CWE-120	CWE-787	CWE-787
CWE-200	CWE-200	CWE-200	CWE-200	CWE-200	CWE-522
CWE-319	CWE-200	CWE-200	CWE-284	CWE-918	CWE-200
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-307	CWE-200	CWE-200	CWE-200	CWE-200	CWE-200
CWE-74	CWE-94	CWE-1236	CWE-78	CWE-94	CWE-94
CWE-787	CWE-119	CWE-119	CWE-119	CWE-120	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-190	CWE-190	CWE-190	CWE-125	CWE-131	CWE-190
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-200	CWE-200	CWE-200	CWE-200	CWE-200	CWE-200
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-862	CWE-400	CWE-400	CWE-754	CWE-400	CWE-400
CWE-125	CWE-126	CWE-125	CWE-126	CWE-126	CWE-120
CWE-787	CWE-119	CWE-120	CWE-476	CWE-120	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-755	CWE-209	CWE-532	CWE-209	CWE-209	CWE-532
CWE-312	CWE-312	CWE-312	CWE-256	CWE-256	CWE-312
CWE-732	CWE-284	CWE-284	CWE-284	CWE-284	CWE-306
CWE-94	CWE-94	CWE-94	CWE-94	CWE-22	CWE-94
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-22	CWE-98	CWE-98	CWE-22	CWE-22	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-276	CWE-22	CWE-22	CWE-77	CWE-22	CWE-22
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-434	CWE-704	CWE-704	CWE-787	CWE-761	CWE-476
CWE-125	CWE-119	CWE-119	CWE-125	CWE-120	CWE-119
CWE-79	CWE-79	CWE-94	CWE-79	CWE-94	CWE-94
CWE-787	CWE-119	CWE-787	CWE-119	CWE-119	CWE-119
CWE-863	CWE-285	CWE-284	CWE-284	CWE-639	CWE-285
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-352	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-1188	CWE-798	CWE-294	CWE-284	CWE-798	CWE-306
CWE-787	CWE-119	CWE-787	CWE-476	CWE-416	CWE-20
CWE-787	CWE-119	CWE-119	CWE-119	CWE-119	CWE-119
CWE-601	CWE-601	CWE-601	CWE-601	CWE-601	CWE-22
CWE-79	CWE-113	CWE-93	CWE-93	CWE-93	CWE-93
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-119	CWE-119	CWE-120	CWE-787	CWE-119
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-125	CWE-125	CWE-125	CWE-125	CWE-126	CWE-125
CWE-667	CWE-362	CWE-667	CWE-909	CWE-412	CWE-676
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-601	CWE-601	CWE-601	CWE-601	CWE-601	CWE-601
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-77	CWE-78	CWE-78	CWE-77	CWE-78	CWE-78
CWE-611	CWE-611	CWE-611	CWE-611	CWE-611	CWE-611
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-288	CWE-287	CWE-306	CWE-287	CWE-284	CWE-306
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-119
CWE-829	CWE-287	CWE-284	CWE-287	CWE-306	CWE-306
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-787	CWE-121	CWE-121	CWE-787	CWE-121	CWE-119
CWE-264	CWE-119	CWE-119	CWE-125	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-459	CWE-404	CWE-459	CWE-404	CWE-459	CWE-401
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-269	CWE-269	CWE-269	CWE-426	CWE-88	CWE-269
CWE-200	CWE-200	CWE-200	CWE-200	CWE-209	CWE-532
CWE-125	CWE-119	CWE-119	CWE-125	CWE-122	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-327	CWE-327	CWE-327	CWE-327	CWE-326	CWE-327
CWE-295	CWE-295	CWE-297	CWE-297	CWE-295	CWE-295
CWE-287	CWE-346	CWE-287	CWE-346		CWE-306
CWE-862	CWE-200	CWE-200	CWE-200	CWE-200	CWE-200
CWE-79	CWE-79	CWE-79	CWE-80	CWE-80	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-416	CWE-20	CWE-20	Error	CWE-20	CWE-20
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-732	CWE-285	CWE-284	CWE-284	CWE-264	CWE-284
CWE-209	CWE-209	CWE-209	CWE-209	CWE-209	CWE-200
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-120	CWE-122	CWE-122	CWE-120	CWE-122	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-200	CWE-300	CWE-300	CWE-346	CWE-297	CWE-310
CWE-120	CWE-119	CWE-120	CWE-78	CWE-120	CWE-120
CWE-312	CWE-312	CWE-312	CWE-312	CWE-256	CWE-259
CWE-287	CWE-287	CWE-287	CWE-287	CWE-287	CWE-287
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-754	CWE-703	CWE-755	CWE-209	CWE-703	CWE-20
CWE-787	CWE-119	CWE-120	CWE-120	CWE-121	CWE-119
CWE-209	CWE-200	CWE-209	CWE-209	CWE-209	CWE-200
CWE-20	CWE-78	CWE-77	CWE-77	CWE-78	CWE-78
CWE-312	CWE-524	CWE-212	CWE-502	CWE-312	CWE-522
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-787	CWE-121	CWE-120	CWE-120	CWE-121	CWE-119
CWE-319	CWE-312	CWE-532	CWE-532	CWE-256	CWE-522
CWE-377	CWE-377	CWE-377	CWE-377	CWE-377	CWE-22
CWE-125	CWE-125	CWE-125	CWE-125	CWE-124	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-116	CWE-80
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-94	CWE-94	CWE-95	CWE-94	CWE-95	CWE-94
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-552	CWE-22	CWE-284	CWE-22	CWE-22	CWE-22
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-119	CWE-824	CWE-822	CWE-476	CWE-824	CWE-476
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-284	CWE-269	CWE-284	CWE-200	CWE-284	CWE-287
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-120	CWE-20	CWE-400	CWE-400	CWE-400	CWE-400
CWE-190	CWE-190	CWE-190	Error	CWE-190	CWE-190
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-22
CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-122
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-352	CWE-20	CWE-79	CWE-79
CWE-20	CWE-285	CWE-20	CWE-20	CWE-20	CWE-20
CWE-119	CWE-119	CWE-825	CWE-119	CWE-825	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-787	CWE-119	CWE-787	CWE-120	CWE-416	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-125	CWE-119	CWE-120	CWE-120	CWE-121	CWE-120
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-22
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-862	CWE-285	CWE-285	CWE-862	CWE-284	CWE-306
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-787	CWE-119	CWE-787	CWE-787	CWE-787	CWE-787
CWE-120	CWE-120	CWE-122	CWE-122	CWE-122	CWE-119
CWE-427	CWE-269	CWE-379	CWE-284	CWE-379	CWE-22
CWE-787	CWE-787	CWE-787	CWE-787	CWE-787	CWE-787
CWE-22	CWE-22	CWE-23	CWE-22	CWE-23	CWE-22
CWE-918	CWE-918	CWE-918	CWE-918	CWE-918	CWE-918
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-787	CWE-119	CWE-787	CWE-119	CWE-416	CWE-119
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-312	CWE-256	CWE-256	CWE-312	CWE-256	CWE-522
CWE-20	CWE-20	CWE-494	CWE-346	CWE-20	CWE-22
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-120	CWE-120	CWE-120	CWE-120	CWE-120	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-522	CWE-200	CWE-200	CWE-200	CWE-798	CWE-306
CWE-20	CWE-78	CWE-22	CWE-22	CWE-22	CWE-22
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-427	CWE-426	CWE-426	CWE-427	CWE-427	CWE-426
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-426	CWE-426	CWE-426	CWE-427	CWE-427	CWE-78
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119
CWE-77	CWE-78	CWE-77	CWE-77	CWE-78	CWE-78
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-1021	CWE-918	CWE-1021	CWE-352	CWE-601	CWE-601
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-426	CWE-427	CWE-426	CWE-427	CWE-426	CWE-22
CWE-1236	CWE-78	CWE-1236	CWE-78	CWE-77	CWE-94
CWE-787	CWE-119	CWE-119	CWE-119	CWE-416	CWE-119
CWE-787	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-798	CWE-798	CWE-321	CWE-256	CWE-798	CWE-287
CWE-326	CWE-327	CWE-327	CWE-327	CWE-326	CWE-327
CWE-77	CWE-78	CWE-77	CWE-77	CWE-78	CWE-78
CWE-190	CWE-190	CWE-680	CWE-122	CWE-190	CWE-119
